subject_id,time,Acidovorax,Acinetobacter,Aeromonas,Aliarcobacter,Aquabacterium_A,Bacteroides,Brachymonas,Brevefilum,Brevundimonas,Cloacibacterium,Comamonas,Competibacter_A,Enterobacter,Fermentibacter,Flavobacterium,Giesbergeria,Hydrogenophaga,JAGOYM01,Janthinobacterium,Kaistella,Lactococcus_A,Lenti-01,Microthrix,Moraxella_A,Neisseria,Novosphingobium,Ottowia,Paracoccus,Phocaeicola,Prevotella,Propionivibrio,Pseudomonas_E,Pseudoxanthomonas,Pseudoxanthomonas_A,Psychrobacter,Rubrivivax,Streptococcus,Telluria,Thauera,Thermomonas,Thiothrix,Tolumonas,Trichococcus,UBA1413
Rotterdam,81,0.10599572,0.015630702,0.035313413,0.025516536,0.000258633,0.001467941,0.016307987,2.07099e-05,0.001543351,0.011940786,0.022134935,0.002296776,0.002952162,8.81452e-06,0.003077225,0.013644106,0.000855353,0.000283723,0.000539779,0.001433531,0.004970457,0.005311426,7.52528e-06,0.001374305,0.004512124,0.002546271,0.014537173,0.000986716,0.004910047,0.007165313,0.035510816,0.021339435,0.004503417,0.007108837,0.000880715,0.000180264,0.001473374,0.000660787,0.009190804,0.007535159,0.011103695,0.044986494,0.003053242,9.9551e-07
Rotterdam,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,83,0.10578542,0.015965816,0.05381167,0.005354213,0.000793559,0.002660505,0.035748605,2.37395e-05,0.001215633,0.00575753,0.012563314,0.000169876,0.004182148,2.7628e-05,0.002692222,0.023608563,0.006642815,0.000241554,0.000787002,0.001092459,0.006214623,0.003788605,1.33363e-05,0.000971163,0.006683703,0.002121786,0.01531885,0.001126303,0.006579558,0.009946052,0.023294576,0.013761412,0.003381763,0.004129128,0.000396429,0.000194222,0.001966499,0.000809802,0.0094168,0.009874968,0.006490705,0.041901216,0.006661915,8.49352e-07
Rotterdam,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,86,0.091636226,0.01864222,0.02053489,0.05322633,0.000308656,0.009597409,0.015569053,6.70461e-06,0.000987727,0.00628709,0.015926667,0.000215362,0.001662262,8.49734e-06,0.001861672,0.021142645,0.001338322,0.000434277,0.010252324,0.000935727,0.00417816,0.004224331,8.97718e-06,0.000475167,0.004466957,0.004374982,0.011884842,0.000762858,0.011799226,0.009443076,0.032809094,0.14077672,0.002521215,0.004264519,0.004161189,0.000217928,0.001472501,0.000810615,0.008465352,0.011715868,0.008237382,0.025953159,0.005578494,1.28488e-06
Rotterdam,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,88,0.17989291,0.048067838,0.015812213,0.007985929,0.000467563,0.005611296,0.013625081,8.5422e-06,0.001488085,0.011668491,0.008862326,0.000237911,0.000725576,1.17841e-05,0.010176781,0.014807523,0.002204511,0.000705207,0.001179,0.001998911,0.002150275,0.004167489,8.07337e-06,0.005550457,0.005388365,0.006182023,0.019986155,0.001371156,0.015046301,0.021301491,0.034396812,0.017031161,0.011723466,0.007123671,0.000632806,0.000404868,0.002930229,0.000808765,0.013374366,0.017956367,0.005514655,0.012432759,0.005761413,1.42489e-06
Rotterdam,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,90,0.14316358,0.02233097,0.028447805,0.007901664,0.000217335,0.00346539,0.019110236,5.02267e-06,0.005588943,0.010350787,0.021818735,6.3953e-05,0.002345298,6.8733e-06,0.003875242,0.014407412,0.002284647,0.001894975,0.000765001,0.001424623,0.00034171,0.007375649,6.35881e-06,0.004715735,0.008516153,0.001353806,0.026414324,0.00336741,0.003898843,0.008059337,0.026689908,0.014516217,0.006077374,0.009760251,0.000382773,0.000279074,0.00082075,0.001197999,0.0090621,0.010926304,0.004041822,0.026275912,0.003334942,1.21414e-06
