subject_id,time,Acidovorax,Acinetobacter,Aeromonas,Aliarcobacter,Aquabacterium_A,Bacteroides,Brachymonas,Brevefilum,Brevundimonas,Cloacibacterium,Comamonas,Competibacter_A,Enterobacter,Fermentibacter,Flavobacterium,Giesbergeria,Hydrogenophaga,JAGOYM01,Janthinobacterium,Kaistella,Lactococcus_A,Lenti-01,Microthrix,Moraxella_A,Neisseria,Novosphingobium,Ottowia,Paracoccus,Phocaeicola,Prevotella,Propionivibrio,Pseudomonas_E,Pseudoxanthomonas,Pseudoxanthomonas_A,Psychrobacter,Rubrivivax,Streptococcus,Telluria,Thauera,Thermomonas,Thiothrix,Tolumonas,Trichococcus,UBA1413
Bologna,89,0.015883269,0.001975379,0.000303392,0.000561571,2.24983e-05,5.58536e-05,0.002583844,1.76864e-07,0.000128052,0.000988163,0.002172783,0.000230378,0.000119143,2.1702e-06,0.000454257,0.002017816,6.07588e-05,0.000136069,0.0011361,0.000144245,2.07266e-05,0.000113684,4.34197e-06,0.001086555,0.003908089,5.97835e-05,0.001873896,0.000942501,3.5776e-05,0.000125141,0.001484089,0.91204476,0.001283518,0.001405015,0.001066485,2.00695e-05,0.001196388,0.000278279,0.001831155,0.001816753,0.00026391,7.97893e-05,0.006162923,5.78694e-08
Bologna,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,70,0.12584646,0.017000815,0.031027453,0.011869885,0.000340541,0.003200935,0.019315764,2.54765e-05,0.007567453,0.005939681,0.023623776,0.000192661,0.001988639,1.70963e-05,0.003599233,0.041659635,0.012673624,0.001134191,0.000905102,0.00109909,0.002476986,0.005201994,1.06252e-05,0.000651469,0.004670614,0.002549401,0.021132614,0.006440767,0.005016494,0.01261637,0.037121195,0.014823269,0.004124395,0.007259302,0.000472271,0.00019531,0.002255935,0.000785546,0.008103991,0.008976031,0.001994067,0.033594422,0.006354836,7.26128e-07
Rotterdam,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,73,0.077049874,0.013451972,0.030665996,0.034839913,0.000141206,0.003185522,0.021124251,5.47815e-06,0.001783567,0.005876969,0.013143683,0.000115024,0.002679573,3.52242e-05,0.002783662,0.05163406,0.029216563,0.000521628,0.004835309,0.00106323,0.001517223,0.002304968,5.79748e-06,0.000895294,0.005487893,0.000996543,0.016356345,0.00118527,0.004422334,0.008238175,0.037107073,0.12495617,0.003367282,0.00768689,0.003988314,0.000129624,0.000618601,0.001042102,0.010693378,0.012126846,0.000683637,0.018668119,0.004133815,8.91042e-07
Rotterdam,74,0.08118217,0.017388994,0.02916886,0.006574074,0.000255299,0.003819545,0.010720233,8.17468e-06,0.002338393,0.006435852,0.015340002,0.000705519,0.002758656,8.07924e-06,0.003370294,0.010773834,0.07733395,0.000244981,0.001442752,0.001121187,0.000347001,0.003824299,1.04298e-05,0.002104351,0.003712365,0.003945206,0.011494601,0.001864232,0.004799852,0.010447994,0.017570073,0.014289718,0.002848918,0.014025296,0.001292259,0.000267618,0.000801616,0.001120588,0.011259708,0.01166842,0.001439262,0.10676204,0.000597796,2.91359e-06
Rotterdam,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,77,0.086126104,0.014416349,0.012281045,0.031033473,0.000140592,0.003448297,0.011126395,1.37129e-05,0.00109313,0.015137747,0.013607595,0.005029515,0.001094473,7.03776e-06,0.003541725,0.016231168,0.00908002,0.000635958,0.001485731,0.001691935,0.011706778,0.005773843,8.78662e-06,0.000714619,0.002596926,0.00430767,0.011496803,0.000514147,0.005229847,0.011209769,0.02777236,0.026622312,0.00289633,0.009847357,0.010218797,0.000130108,0.00179572,0.000760573,0.007566104,0.007283101,0.003442378,0.021335049,0.006413238,1.86919e-06
Rotterdam,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rotterdam,79,0.1384935,0.011906093,0.02512241,0.010043188,0.000300291,0.002726674,0.009628245,1.11798e-05,0.002238188,0.005700223,0.008233331,0.004652208,0.002019144,2.66027e-05,0.003104333,0.010014838,0.00287633,0.00028308,0.000801089,0.001327237,0.001734044,0.005282172,7.28208e-06,0.000561861,0.002811112,0.017962707,0.008386878,0.000624843,0.002872133,0.005690361,0.022285057,0.01743448,0.004593787,0.013303792,0.00086077,0.000530332,0.001244778,0.000955973,0.007591928,0.077786066,0.003590975,0.035293907,0.001645207,1.1201e-06
Rotterdam,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
